EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,EColiO157H7Analysis,EcoliPFGEPattern,EcoliAlleleCode,EcoliAMRResistanceProfile,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaAMRResistanceProfile
12294,M34114,E. R. Boliantz Co. Inc.,OH,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566410,5-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12450,M34283+P34283+V34283,"Custom Meats of Marathon, Inc.",WI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102572241,5-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12918,M34706,Cargill Fresno Grind,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102574103,5-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127338,M45608+P45608,Pure Country Harvest LLC,WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565985,5-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
127364,M48121,Haines Farming and Meat Processing LLC,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566369,5-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
492,M18506+P18506,Pride Enterprise Food Products,FL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568641,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
931,M4071+P4071,Rochester Meat Company,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567935,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
936,M4253,Joe Pagliuso & Brothers Inc.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102564366,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
999,M4405+P4405,"JAS Meats, Inc.",NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567579,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1000,M4406+P4406,"Orazio & Sons Meats, Inc.",NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568155,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1028,M4477,JOSEF MEILLER SLAUGHTERHOUSE INC.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568074,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1100,M4640+P4640,Davis Bros. Inc.,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569523,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1170,M5200+P5200+V5200,"Prime Food Distributor, Inc.",NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565708,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1207,M5424+P5424,Dutch's Meats Inc,NJ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567983,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2059,M8081,Clem's Custom Cut Meats,KY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569678,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2604,M5712+P5712,Valley Meats LLC,IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565736,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2709,M19113+P19113,"Stampede Meat, Inc.",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566872,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2793,M1791+P27353,"Best Chicago Meat Company, LLC",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567246,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3134,M15805+P15805+V15805,J&B Wholesale Distributing Inc.,MN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566029,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3245,M86M,Cargill Meat Solutions,NE,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568270,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3250,M244C+P244C,"Tyson Fresh Meats, Inc.",IA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567143,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3534,M208A,"National Beef Packing Co., L.L.C.",KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568229,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3536,M278+V278,"Tyson Fresh Meats, Inc.",KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565463,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3551,M262,"National Beef Packing Co., L.L.C.",KS,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569517,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4004,M10650+P10650+V10650,Key's Family Butcher Shop,AR,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565975,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4133,M3D,Swift Beef Company,TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102564176,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4181,M2213D+P2213D+V2213D,Buckhead Meat Dallas a Sysco Company,TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102564479,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4237,M7050+P7050,Ryan's Custom Meats,TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565130,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4911,M6161+V6161,Steving Meat Company,CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566142,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
4990,M9287+V9287,"Ovid Meat Co., LLC",CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102572601,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5071,M19915+P19915,Majestic Meat Company,UT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102564378,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5717,M4914,In-N-Out Burger,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569739,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5760,M6251+P6251+V6251,Jobbers Meat Packing Co Inc,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568231,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
5952,M965+P965+V965,"Interstate Meat Dist., Inc.",OR,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566961,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6144,M9314+P9314,"Claus Meats, Inc.",WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566021,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6146,M9317+P9317,Cutting Edge Meats,WA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102570305,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6192,M12432+P12432,"Medeiros Farms, Inc.",HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569041,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6211,M12452+P12452,Young's Meat Market,HI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565092,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6437,M2069+P712,CTI Foods LLC,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567784,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6498,M4999+P4999,Pudliner Packing,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568296,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6572,M8543+P8543,Troutman's Market,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566386,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6667,M9400+P9400,Cargill Meat Solutions,PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567445,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6747,M9627+P9627,"WEDCO, Inc.",PA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569567,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6970,M425B+P425B,Kenosha Beef International Ltd,WI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102564391,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7119,M10026,Hillsdale County Meats,MI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567201,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
7320,M20654+P20654,Cargill Meat Solutions Corporation,WI,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567148,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8039,M244G+P244G+V244G,"Tyson Fresh Meats, Inc",TN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568619,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8298,M20860+P20860+V20860,Southern Meat Processing LLC,AL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568860,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
8792,M22104+P22104+V22104,Nital Trading Co. Inc,FL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568094,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9348,M31561+V31561,Maple Ridge Meats LLC,VT,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565146,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9368,M5561A+P5561A+V5561A,B.W.J.W. Inc.,TX,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569734,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9584,M31932+P31932,Certified Meat Products,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568578,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
9885,M33886+P33886,"Tyson Bros., Inc.",NC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568514,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
11451,M33958+P33958,Halpern's Steak and Seafood Company LLC,KY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568013,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12363,M22080+P22080+V22080,International Meat Co.,IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568178,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12666,M4121A+P4121A+V4121A,Custom Made Meals,CO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566296,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12795,M86A+P86A,Cargill Meat Solutions,SC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568044,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
12897,M33871+P33871,Ellengee Market Co,IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568172,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13070,M31578,"Trenton Processing Center, Inc.",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568092,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13401,M40059+P40059,"Legendary Meats, LLC",GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567929,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
13582,M40106,Cherry Meat Company,TN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102564914,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
14059,M932+P932,West Georgia Processing,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565928,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
125652,M46006,AZ Grass Fed Beef,AZ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566744,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
126208,M48082+P48082+V48082,California Farms Meat Company Inc.,CA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565872,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6164416,M46554+P46554,AEE Inc. DBA Emory's Processing,MO,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569390,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
6165133,M47151,Crowes Butcher Shop,AL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566594,6-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
121,M7301+P7301,C&S Wholesale Meat Co.,GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102568266,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
184,M9196+P9196,"Walker Meats, Inc.",GA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566409,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
619,M4005+P4005+V4005,Williamsburg Packing Company Inc.,SC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102573368,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
770,M19697+P19697+V19697,"Chaudhry Meat Company, Inc.",NC,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565903,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
824,M151,"John W. Williams, Inc.",NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102569330,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
868,M1509A+P1509A,Atlantic Veal & Lamb Inc,NY,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567861,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1234,M5907+P5907,Burger Maker Inc.,NJ,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102565212,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
1830,M18334+P18334,Murphy's Express Inc.,MA,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102566182,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2388,M10800,Shriver Meats,MD,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102572212,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2492,M24+P18217,"Cherry Meat Packers, Inc.",IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102567569,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
2614,M6810+P6810+I6810A+V6810,Meat By Linz,IL,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102570849,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
3118,M8979+P8979,New Geneva Meats & Processing Inc.,MN,MT43,Risk-based Sampling of Raw Ground Beef or Veal Products - E.coli O157:H7 & Salmonella,102570899,7-Oct-20,"Product-Raw-Ground, Comminuted or Otherwise Nonintact-Beef",Negative,NULL,NULL,NULL,Negative,NULL,NULL,NULL,NULL
